id,object_ref,category,date,type,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip
3001339065,15601.14.878853.5bdb5c07-1233-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:15.111354,,4,2390,210,2180,,130,,Dufourstrasse 7,St. Gallen,9008
3001378634,01139.02.0001,rent,2021-09-30T14:31:15.296781,,1,1040,,,,,1951,Zürcher Strasse 34,St. Gallen,9000
3001384902,169-1.uze.4100-2001,rent,2021-09-30T14:31:15.326513,,,1060,,,,50,,Teufenerstrasse 95,St. Gallen,9000
3000915459,10296.1.1007,rent,2021-09-30T14:31:15.424218,,2,1060,,,,,,Andreasstrasse 2,St. Gallen,9000
3001328030,1032.092021.848307.74236ffa-d3ec-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:15.463978,,3,200,,,,,,St. Jakobstrasse 48,St. Gallen,9000
3001384889,264-1.uze.4100-2013,rent,2021-09-30T14:31:15.534830,,1,1050,,,,55,,Teufenerstrasse 95,St. Gallen,9000
3001380896,SM1008.1106.888276.4a07c712-2068-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:15.547349,,3,1230,140,1090,,48,,Teufenerstrasse 52,St. Gallen,9000
3001207025,10270.77.1014,rent,2021-09-30T14:31:15.581815,,3,990,,,,,,Schönaustrasse 77,St. Gallen,9000
3001136610,16186.02.0102,rent,2021-09-30T14:31:15.625213,,1,1120,,,,,,Linsebühlstrasse 50,St. Gallen,9000
3001366896,8902.04.0038,rent,2021-09-30T14:31:15.642014,,2,1010,,,,74,1983,Linsebühlstrasse 99,St. Gallen,9000
3001333308,1002.092021.828321.b36855e4-ada7-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:15.661462,,GF,1100,,,,46,,Rosenbergstrasse 64,St. Gallen,9000
3001077557,7835.01.0203,rent,2021-09-30T14:31:15.725629,,2,990,,,,61,1952,Grossackerstr. 10,St. Gallen,9000
3001356441,A88952,rent,2021-09-30T14:31:15.757502,,,1055,,,,55,1973,Redingstrasse 3,St. Gallen,9000
3001078279,146.1.42.834226.51285f4c-b92f-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:15.771693,,4,1050,,,,,,Linsebühlstrasse 18,St. Gallen,9000
3001366789,dccuo.i4v4u,rent,2021-09-30T14:31:15.786540,,2,1200,,,,,,Zimmerstrasse 09,St. Gallen,9000
3001270299,16401.02.410020,rent,2021-09-30T14:31:15.857701,,1,1200,200,1000,,74,1951,Falkensteinstrasse 10,St. Gallen,9000
3001362034,IT3SG - Harfenbergstrasse 13 - 001.883369.90711f79-1a11-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:15.947735,,5,990,,,,,,Harfenbergstrasse 13,St. Gallen,9000
3001145713,CALOST.CALOST.CALOST,rent,2021-09-30T14:31:15.961627,,2,1200,100,1100,,70,,Oststr. 7,St. Gallen,9000
3001331624,5487-2.goldinger.SM264.1208,rent,2021-09-30T14:31:16.042448,,3,1560,,,,71,,Langgasse 29,St. Gallen,9008
3001352407,08083.03.0351,rent,2021-09-30T14:31:16.055552,,5,1515,,,,108,1988,Langgasse 13,St. Gallen,9008
3001332149,51811.02.0005,rent,2021-09-30T14:31:16.070135,,GF,1490,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008
3001174557,22112.01.10400,rent,2021-09-30T14:31:16.116216,,3,1060,,,,52,,Felsenstrasse 78,St. Gallen,9000
3001348433,23029.03.420030,rent,2021-09-30T14:31:16.152966,,2,1660,210,1450,,92,1976,Sonnrainweg 8,St. Gallen,9008
3001077672,23036.01.410020,rent,2021-09-30T14:31:16.176711,,1,1270,,,,94,,Langgasse 163,St. Gallen,9008
3001095694,7331.01.0014,rent,2021-09-30T14:31:16.206871,,3,1320,,,,88,1972,Langgasse 108/110,St. Gallen,9008
3000826878,10296.1.1001.1,rent,2021-09-30T14:31:16.220489,,GF,1010,,,,,,Andreasstr. 2,St. Gallen,9000
3001313674,51811.02.0202,rent,2021-09-30T14:31:16.246498,,2,1350,,,,100,1998,Espentobelstrasse 5a,St. Gallen,9008
3001025743,128,rent,2021-09-30T14:31:16.269270,,1,1070,,,,85,,Vonwilstrasse 16,St. Gallen,9000
3000861228,23030.02.410010,rent,2021-09-30T14:31:16.280965,,1,1540,190,1350,,84,1976,Sonnrainweg 12,St. Gallen,9008
3000830705,23029.02.410010,rent,2021-09-30T14:31:16.333800,,1,1540,190,1350,,84,1976,Sonnrainweg 6,St. Gallen,9008
3001303122,196701.02.00111,rent,2021-09-30T14:31:16.405237,,1,1100,,,,,1920,Treuackerstr. 15,St. Gallen,9000
3000879659,2050117.01.000008,rent,2021-09-30T14:31:16.444121,,6,1070,,,,50,,Gebäude Wassergasse 22,St. Gallen,9000
3000884589,2050118.02.000020,rent,2021-09-30T14:31:16.456701,,4,1070,,,,54,,Gebäude Gartenstrasse 15,St. Gallen,9000
3001364396,100005.884000.41d1a78b-1ae7-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:16.512950,,2,1110,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000
3001385761,20005.3.3011,rent,2021-09-30T14:31:16.526686,,1,1098,,,,60,2014,Andreasstrasse 11,St. Gallen,9000
3001364371,010001.883996.738dd6d5-1ae5-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:16.579987,,GF,1100,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000
3001251507,1071.189.1304.864701.8c8a8e93-f5f3-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:16.610143,,3,1150,,,,56,,Rorschacherstrasse 216,St. Gallen,9000
3001240014,5670.01.0401,rent,2021-09-30T14:31:16.858935,,4,1050,,,,65,1850,Kreuzbleichestrasse 8,St. Gallen,9000
3000827438,ZX35DG9000,rent,2021-09-30T14:31:16.915156,,,1080,,,,,,Teufenerstrasse 88,St. Gallen,9000
3001345530,1629.01.0006,rent,2021-09-30T14:31:16.929322,,2,1110,,,,48,1900,Brühlgasse 50,St. Gallen,9000
3001328643,37011.01.440020,rent,2021-09-30T14:31:16.956263,,4,1050,,,,67,1920,Badstrasse 8,St. Gallen,9000
3001149213,A97F43Z_2XC5N4H,rent,2021-09-30T14:31:16.971890,,3,1050,,,,35,,St. Georgen Strasse 20,St. Gallen,9000
3001336193,210909_L4_2.5_2021.795316.00fa2d2a-7688-11eb-9a3b-005056bdbc06,rent,2021-09-30T14:31:17.007609,,2,1100,,,,53,,Langweidstrasse 4,St. Gallen,9000
3000968320,07930.01.0010,rent,2021-09-30T14:31:17.020801,,4,1250,220,1030,,68,1956,Wiesentalstr. 12,St. Gallen,9000
3001277110,1071.189.1402.868677.4787d2f2-ff32-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:17.047795,,4,1100,,,,55,,Rorschacherstrasse 216,St. Gallen,9000
3001154061,OBSTSG,rent,2021-09-30T14:31:17.068193,,3,1000,,,,,,Oberstrasse 40,St. Gallen,9000
3001136362,3587.goldinger.SM408.1108_1,rent,2021-09-30T14:31:17.089060,,2,1030,,,,,,Fähnernstrasse 3,St. Gallen,9000
3001322916,5710.02.1003,rent,2021-09-30T14:31:17.101245,,1,1050,,,,73,1966,Grütlistr. 31,St. Gallen,9000
3000946773,05902.01.0005,rent,2021-09-30T14:31:17.166966,,2,1540,280,1260,,85,1959,Langgasse 92,St. Gallen,9008
3000929497,3015532,rent,2021-09-30T14:31:17.184016,,3,1080,,,,80,,Eisengasse 3,St. Gallen,9000
3001279201,12103.02.10204,rent,2021-09-30T14:31:17.257691,,2,1520,300,1220,,94,,Sonnenhaldenstrasse 10a,St. Gallen,9008
3001317841,23035.02.430010,rent,2021-09-30T14:31:17.273285,,3,1270,,,,72,,Iddastrasse 30a,St. Gallen,9008
3001321210,1696.01.0301,rent,2021-09-30T14:31:17.296256,,3,1290,,,,77,1953,Langgasse 36,St. Gallen,9008
3001367439,5761.goldinger.SM92.4102,rent,2021-09-30T14:31:17.313610,,1,1240,,,,83,,Iddastrasse 52,St. Gallen,9008
3001323597,47232564,rent,2021-09-30T14:31:17.349991,,,640,,,,,,Achslenstrasse 5,St. Gallen,9016
3001134003,2380.1.10150,rent,2021-09-30T14:31:17.366434,,2,1293,,,,82,,Iddastr. 19,St. Gallen,9008
3000998009,TG2199.TG2199.TG2199,rent,2021-09-30T14:31:17.453590,,3,1080,,,,66,,Teufenerstrasse 41,St. Gallen,9000
3001271253,Lukasstrasse 41 - 4.5 Zi-Wg 1. OG West 1,rent,2021-09-30T14:31:17.495969,,1,1840,,,,110,2012,Lukasstrasse 41,St. Gallen,9016
3001142713,1505.03.0202,rent,2021-09-30T14:31:17.512193,,2,1430,,,,111,1986,Grünaustrasse 30,St. Gallen,9016
3001111355,5419.07.0075,rent,2021-09-30T14:31:17.527689,,2,1450,,,,100,1979,Zilweg 7,St. Gallen,9016
3001385379,5181.09.0201,rent,2021-09-30T14:31:17.559761,,2,1919,259,1660,,114,2009,Vogelherdstr. 17,St. Gallen,9016
3001318062,02947.02.2201,rent,2021-09-30T14:31:17.586604,,2,1520,,,,88,2017,Favrestrasse 19,St. Gallen,9016
3001042251,1212.01.0301,rent,2021-09-30T14:31:17.605593,,3,1490,,,,102,1970,Achslenstr. 5,St. Gallen,9016
3001340281,42201.02.10305,rent,2021-09-30T14:31:17.715410,,3,1160,,,,75,,Zürcherstrasse 57,St. Gallen,9000
3001336208,210909_2 Zi Whg._2041.867469.d2609d3e-fc08-11eb-8985-005056bdbc06,rent,2021-09-30T14:31:17.736515,,4,1300,150,1150,,45,,Langweidstrasse 8,St. Gallen,9000
3001145712,CALOST2.CALOST2.CALOST2,rent,2021-09-30T14:31:17.769393,,1,1300,100,1200,,70,,Oststr. 7,St. Gallen,9000
3001347559,189.1.35im3oGG,rent,2021-09-30T14:31:17.784327,,3,1200,,,,65,,Brauerstrasse 1,St. Gallen,9000
3001377733,SM1034.6203.887337.012d6523-1f73-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:17.802348,,3,1100,,,,63,,Brühlgasse 28,St. Gallen,9000
3001350437,07930.02.0024,rent,2021-09-30T14:31:17.832871,,3,1300,220,1080,,69,1956,Wiesentalstr. 14,St. Gallen,9000
3001197625,2850.4011,rent,2021-09-30T14:31:17.850785,,1,1000,,,,,1910,Glaserstrasse 3,St. Gallen,9000
3001383681,Bedastrasse.11.9,rent,2021-09-30T14:31:17.903543,,2,1140,,,,70,,Bedastrasse 11,St. Gallen,9000
3001320785,07009.05.5032,rent,2021-09-30T14:31:17.987172,,3,1110,,,,80,,Speicherstr. 29,St. Gallen,9000
3001206690,3221630,rent,2021-09-30T14:31:18.009410,,1,1170,,,,64,,Treuackerstrasse 25,St. Gallen,9000
3001067269,54805.01.0103,rent,2021-09-30T14:31:18.023086,,1,1290,240,1050,,75,1959,Teufenerstrasse 128,St. Gallen,9000
3001114753,54632.01.0301,rent,2021-09-30T14:31:18.042542,,3,940,,,,,1919,Speicherstr. 16,St. Gallen,9000
3001369684,31.70.827770.6f540b39-acd2-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:18.059667,,2,1070,,,,75,,Torstrasse 20,St. Gallen,9000
3000875562,10087.1.1011,rent,2021-09-30T14:31:18.082656,,1,1060,,,,72,,Teufenerstrasse 117,St. Gallen,9000
3001364411,010007.884002.7ff4f53a-1ae7-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:18.107355,,3,1130,,,,60,,Steingrüeblistrasse 44,St. Gallen,9000
3001318294,3644.01.0201,rent,2021-09-30T14:31:18.151835,,2,1290,180,1110,,75,1919,Linsebühlstrasse 12,St. Gallen,9000
3001298561,2168435.872212.abf75476-05bf-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:18.219447,,3,1070,,,,,1900,Ilgenstrasse 15,St. Gallen,9000
3001302822,158105.01.00602,rent,2021-09-30T14:31:18.242168,,6,1470,,,,123,1980,Reherstr. 19,St. Gallen,9016
3001215110,632.uze.4100-2033,rent,2021-09-30T14:31:18.263895,,3,1100,,,,63,,Teufenerstrasse 95,St. Gallen,9000
3001314025,874425.08a807b7-0a88-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:18.304802,,1,1135,,,,,,Flurhofstrasse 28,St. Gallen,9000
3001304110,8903.04.0023,rent,2021-09-30T14:31:18.355009,,2,1050,,,,73,1984,Linsebühlstrasse 103,St. Gallen,9000
3001354885,20120.2.2032,rent,2021-09-30T14:31:18.413270,,3,1738,250,1488,,91,1981,Tablatstrasse 10a,St. Gallen,9016
3001222337,00761.01.0009,rent,2021-09-30T14:31:18.484888,,3,1355,225,1130,,65,1962,Oberstrasse 201,St. Gallen,9000
3001384887,189-3.uze.4100-3021,rent,2021-09-30T14:31:18.536295,,2,1150,,,,70,,Teufenerstrasse 95 a,St. Gallen,9000
3001319741,55403.01.0401,rent,2021-09-30T14:31:18.559538,,4,1350,170,1180,,73,1919,Wildeggstr. 7,St. Gallen,9000
3001328029,1012.092021.816032.e13a2a6a-986a-11eb-968e-005056bdbc06,rent,2021-09-30T14:31:18.585097,,1,1180,,,,,,Steingrüeblistrasse 39,St. Gallen,9000
3001102989,U32,rent,2021-09-30T14:31:18.599754,,5,1180,,,,55,,Büchelstrasse 4,St. Gallen,9000
3001340282,42201.01.10102,rent,2021-09-30T14:31:18.647694,,1,1160,,,,71,,Zürcherstrasse 55,St. Gallen,9000
3001198168,249.ecoreal.62600-10400,rent,2021-09-30T14:31:18.688223,,4,1100,,,,87,,Langgasse 41,St. Gallen,9000
3001380399,888157.0b1c387c-2040-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:18.761049,,2,1100,,,,67,,Rosenbergweg 21,St. Gallen,9000
3001300116,1ed12ff9-05bb-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:18.777048,,2,1180,,,,,,Helvetiastrasse 35,St. Gallen,9000
3001364273,164,rent,2021-09-30T14:31:18.818030,,3,1350,,,,,,Zürcher Strasse 70,St. Gallen,9000
3001207526,1740.4032,rent,2021-09-30T14:31:18.834816,,3,1100,,,,70,1950,Burgstrasse 85,St. Gallen,9000
3001208238,857416.7c88e564-e58a-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:18.887184,,2,1200,,,,,,Waldaustrasse 17,St. Gallen,9000
3000994095,44031.01.410030,rent,2021-09-30T14:31:18.899189,,1,1100,,,,,,Oberstrasse 87,St. Gallen,9000
3001127150,160...843103.116d595f-c9ec-11eb-8a82-005056bdbc06,rent,2021-09-30T14:31:18.993615,,3,1200,,,,,,Ruhbergstrasse 50,St. Gallen,9000
3001315315,874726.085bb4e6-0b0e-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:19.007289,,5,1340,220,1120,,75,,Feldbachstrasse 7,St. Gallen,9000
3001004255,4544.01.0401,rent,2021-09-30T14:31:19.029434,,4,1125,,,,75,,Poststrasse 16,St. Gallen,9000
3001333332,1032.092021.868597.58141a82-ff26-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:19.045435,,3,2190,280,1910,,121,2016,Fürstenlandstrasse 135,St. Gallen,9014
3001300461,5497.01.0301,rent,2021-09-30T14:31:19.062237,,3,1150,,,,55,1500,Brühlgasse 30,St. Gallen,9000
3001337227,6811.07.0302,rent,2021-09-30T14:31:19.084197,,3,1680,,,,112,2020,Hechtackerstrasse 12f,St. Gallen,9014
3001177658,12105.05.10208,rent,2021-09-30T14:31:19.516410,,2,1750,,,,99,,Ullmannstrasse 27,St. Gallen,9014
3001134382,06843.04.0408,rent,2021-09-30T14:31:19.566015,,3,2200,,,,161,2005,Heimstr. 8a,St. Gallen,9014
3001237758,54807.01.0101,rent,2021-09-30T14:31:19.600175,,1,1390,200,1190,,75,1919,Tschudistr. 15,St. Gallen,9000
3000166218,21301.01.420030,rent,2021-09-30T14:31:19.627698,,2,1150,,,,87,,Lindenstrasse 76,St. Gallen,9000
3000904455,54633.01.0001,rent,2021-09-30T14:31:19.668558,,GF,1140,,,,86,1920,St. Georgenstr. 68,St. Gallen,9000
3001333307,2001.092021.845801.c7a9513c-cf3d-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:19.691775,,GF,1170,,,,,,Stückelbergstrasse 3,St. Gallen,9000
3001259208,114bv,rent,2021-09-30T14:31:19.726499,,GF,1390,,,,,,BRUGGWIESENWEG 20B,St. Gallen,9000
3001309010,33,rent,2021-09-30T14:31:19.824130,,2,1390,200,1190,,82,,Lindenstr. 33,St. Gallen,9000
3001237759,53002.01.0301,rent,2021-09-30T14:31:19.884254,,3,1170,,,,80,1908,Krontalstr. 13,St. Gallen,9000
3001121655,3180888,rent,2021-09-30T14:31:20.054166,,1,1200,,,,76,,Speicherstrasse 18,St. Gallen,9000
3001206762,1071.189.1104.857170.7f0c4935-e55d-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:20.079076,,1,1230,,,,56,,Rorschacherstrasse 216,St. Gallen,9000
3001222348,00761.03.0004,rent,2021-09-30T14:31:20.107141,,1,1375,245,1130,,65,1962,Oberstrasse 205,St. Gallen,9000
3001372771,"3,5-Zi.-DWG, St. Gallen.886077.98a126a2-1d41-11ec-842e-005056bdbc06",rent,2021-09-30T14:31:20.126594,,3,1200,,,,82,,Treuackerstrasse 34,St. Gallen,9000
3001347558,189.1.45im2OGg,rent,2021-09-30T14:31:20.276239,,2,1290,,,,80,,Brauerstrasse 1,St. Gallen,9000
3001100107,(6063450),rent,2021-09-30T14:31:20.401102,,4,1150,,,,98,,Glaserstrasse 3A,St. Gallen,9000
3001030847,3124412,rent,2021-09-30T14:31:20.424312,,GF,1380,280,1100,,90,1953,Burgstrasse 64,St. Gallen,9000
3001303121,196704.01.00221,rent,2021-09-30T14:31:20.459199,,2,1200,,,,,1920,Treuackerstr. 33,St. Gallen,9000
3000275851,F62,rent,2021-09-30T14:31:20.575711,,2,1180,,,,,1900,Falkensteinstrasse 62,St. Gallen,9000
3000976414,148101.01.00103,rent,2021-09-30T14:31:20.596288,,1,1150,,,,77,1958,St. Georgen-Str. 39,St. Gallen,9000
3000943788,10033.1.1041,rent,2021-09-30T14:31:20.619085,,4,1370,140,1230,,69,1924,Buchentalstrasse 5,St. Gallen,9000
3001282886,SM900.869729.f4ae51ea-00c9-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:20.667430,,2,1172,,,,,,Ulmenstrasse 3,St. Gallen,9000
3001124068,175.uze.4140-1004,rent,2021-09-30T14:31:20.687744,,GF,1650,,,,96,2016,Fürstenlandstrasse 179,St. Gallen,9014
3001379324,12105.03.10104,rent,2021-09-30T14:31:20.710626,,1,1700,,,,98,,Ullmannstrasse 23b,St. Gallen,9014
3001304976,..217147.873126.09acb81c-073b-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:20.730230,,,1370,220,1150,,85,1968,Ruhsitzstrasse 29,St. Gallen,9000
3001052087,4444,rent,2021-09-30T14:31:20.776479,,4,1600,,,,118,,Stockbergstrasse 4,St. Gallen,9014
3000873750,148101.01.00102,rent,2021-09-30T14:31:20.918662,,1,1150,,,,77,1958,St. Georgen-Str. 39,St. Gallen,9000
3001274608,1C91,rent,2021-09-30T14:31:20.947003,,1,1530,,,,92,2012,Zweibruggenmühlestrasse 7,St. Gallen,9014
3000999080,3068710,rent,2021-09-30T14:31:21.012161,,2,1500,,,,90,,Bernhardswiesstrasse 9,St. Gallen,9014
3001366824,"SG-Teufenerstrasse 12, 3.5 ZWG - 002.884589.14b8aad5-1b88-11ec-8c59-005056bdbc06",rent,2021-09-30T14:31:21.096041,,4,1210,,,,,,Teufenerstrasse 12,St. Gallen,9000
3001361663,27511.02.0201,rent,2021-09-30T14:31:21.118049,,2,1220,,,,62,2022,Ahornstrasse 23a,St. Gallen,9000
3001348597,880431.92e0af9f-1598-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:21.138512,,2,1210,,,,,,Schmiedgasse 16,St. Gallen,9000
3001319171,5566.2007,rent,2021-09-30T14:31:21.160205,,2,1200,,,,56,,Wildeggstrasse 16,St. Gallen,9000
3001329045,6811.02.0202,rent,2021-09-30T14:31:21.252842,,2,1450,,,,88,2020,Hechtackerstrasse 12a,St. Gallen,9014
3001187271,137.1.1201,rent,2021-09-30T14:31:21.341292,,2,1410,140,1270,,64,1920,Rorschacherstrasse 207,St. Gallen,9000
3001286025,132501.05.00201,rent,2021-09-30T14:31:21.356059,,2,1120,,,,78,1965,Flurhofstr. 153,St. Gallen,9000
3000946809,07006.01.1301,rent,2021-09-30T14:31:21.408852,,3,1400,250,1150,,80,1920,Feldbachstrasse 10,St. Gallen,9000
3001366539,132501.03.00201,rent,2021-09-30T14:31:21.430296,,2,1120,,,,78,1965,Flurhofstr. 149,St. Gallen,9000
3001328642,37011.01.440010,rent,2021-09-30T14:31:21.443839,,4,1200,,,,75,1920,Badstrasse 8,St. Gallen,9000
3001277119,1071.189.1401.868678.8a7a179c-ff32-11eb-bf79-005056bdbc06,rent,2021-09-30T14:31:21.456094,,4,1250,,,,63,,Rorschacherstrasse 216,St. Gallen,9000
3001126448,16185.01.0201,rent,2021-09-30T14:31:21.486477,,2,1260,,,,,,Linsebühlstrasse 51,St. Gallen,9000
3001333291,1033.092021.848779.910cc64c-d4b8-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:21.498118,,3,1190,,,,70,,Helvetiastrasse 51,St. Gallen,9000
3000837488,6065.3551,rent,2021-09-30T14:31:21.519203,,5,1150,,,,61,,Rosenbergstrasse 68 (BK),St. Gallen,9000
3001145410,00761.03.0008,rent,2021-09-30T14:31:21.607089,,2,1390,260,1130,,65,1962,Oberstrasse 205,St. Gallen,9000
3001344688,"SG-Speicherstrasse 19, 2.5-ZWG EG rechts - 2002.879649.9ef1d718-1477-11ec-8c59-005056bdbc06",rent,2021-09-30T14:31:21.642657,,GF,790,,,,,,Speicherstrasse 19,St. Gallen,9000
3001350623,01706.01.0002,rent,2021-09-30T14:31:21.669356,,GF,780,,,,54,1950,Volksbadstrasse 8,St. Gallen,9000
3001167694,52011.01.0301,rent,2021-09-30T14:31:21.691054,,3,1190,,,,81,1902,Färberstrasse 6,St. Gallen,9000
3001118905,3179143,rent,2021-09-30T14:31:21.703628,,3,1190,,,,80,,Teufenerstrasse 55,St. Gallen,9000
3001117101,07006.01.1201,rent,2021-09-30T14:31:21.724198,,2,1390,250,1140,,80,1920,Feldbachstrasse 10,St. Gallen,9000
3001065126,831003.a7533e3c-b260-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:21.735926,,2,1130,,,,67,,Rosenbergweg 21,St. Gallen,9000
3001305224,16482.01.0102,rent,2021-09-30T14:31:21.759469,,1,1230,,,,70,1966,Hafnerstrasse 8,St. Gallen,9000
3001347473,158.88.25im1OG,rent,2021-09-30T14:31:21.843923,,1,760,,,,,,Teufenerstr. 88,St. Gallen,9000
3001206092,A9JEV3F_224LV53,rent,2021-09-30T14:31:21.861808,,,849,,,,,,Spisergasse 43,St. Gallen,9000
3001183466,55003.01.0302,rent,2021-09-30T14:31:21.889922,,3,760,,,,60,1912,Unterstr. 53,St. Gallen,9000
3001365281,53804.02.0402,rent,2021-09-30T14:31:21.929889,,5,890,140,750,,45,1962,Berneggstr. 52,St. Gallen,9000
